level	seq	type	sourceIndex	text
중학교	107	vocab	53	The market was busy, but Mina saw the team. Mina read: “I'll take another crack at it later.” A note beside it said: “He didn't take his gaze off of mine.” Another line read: “Tom wouldn't discuss the allegation.” Someone nearby said: “Tom is a very successful entrepreneur.” The next message said: “I didn't make you a cripple.” A voice from the page added: “We’ve golden soil and wealth for toil.” Farther down, Mina found: “Karl was overseeing the operation.” Another clue read: “Ziri carefully trimmed the heathers.” The page continued: “That is an improbable coincidence.” A small note said: “My mother's bad mood is transient.” The next line said: “She parked her car in a vacant lot.” One final message read: “Are you good at delegating tasks?” Mina read: “Your goodwill sank into my heart.” A note beside it said: “Have you got a torch I could borrow?” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	108	vocab	54	At the office, Mina found a new line in the report. Someone nearby said: “Use a waffle weave towel.” The next message said: “I used this workbench to construct a birdhouse.” A voice from the page added: “The workman died from the explosion.” Farther down, Mina found: “Can't it wait until after Christmas?” Another clue read: “Amayas's wife is an English teacher.” The page continued: “Greedy cats are out for a fast buck.” A small note said: “The transaction is still pending.” The next line said: “The theology of Islam is intact.” One final message read: “There is no accounting for taste.” Mina read: “Some crimes have no statute of limitations.” A note beside it said: “The fraction b/a means b times 1/a.” Another line read: “Sami likes ginger ale bread.” Someone nearby said: “We all sat around the table.” The picture ended, but a red line was on the report. Mina went on.
중학교	109	vocab	55	At the hospital, the team sat and looked at Mina. Farther down, Mina found: “I called for Mr Stone at the office.” Another clue read: “Cancer is a great enemy of humanity.” The page continued: “His face reflected fear and anxiety.” A small note said: “I ache all over after the exercises.” The next line said: “I took two aspirins for my headache.” One final message read: “I bleed when I have bowel movements.” Mina read: “I felt a shiver run down my spine.” A note beside it said: “I don't impose my opinion on anyone.” Another line read: “This leads to passive aggressiveness.” Someone nearby said: “Most fatal accidents happen at home.” The next message said: “He's a completely harmless person.” A voice from the page added: “A restaurant is a haven for foodies.” Farther down, Mina found: “I believed that he was a physician.” Another clue read: “He grapples with an eating disorder.” Mina read the report and found the road.
중학교	110	vocab	56	Mina sat with the team, and it was ready to go. A small note said: “The refugee crossed the line safely.” The next line said: “Mary is going through a rough patch.” One final message read: “I got my first dose of the vaccine.” Mina read: “Mark's phone has become like a limb.” A note beside it said: “We took refuge behind a big tree.” Another line read: “The judge sustained the objection.” Someone nearby said: “Everyone's entitled to be a jackass.” The next message said: “She got more than she bargained for.” A voice from the page added: “I had an intravenous drip in hospital.” Farther down, Mina found: “I'm beginning to find you tiresome.” Another clue read: “The soldier lay in agony on the bed.” The page continued: “He is at the doctor for influenza.” A small note said: “Eradicating malaria won't be easy.” The next line said: “The man is also a stubborn microbe.” The team was ready, and Mina took the report.
중학교	111	vocab	57	At the hospital, the team sat and looked at Mina. Mina read: “How common are cholera outbreaks?” A note beside it said: “Tom didn't need a transfusion.” Another line read: “Tuberculosis is a bacterial disease.” Someone nearby said: “She died of typhoid fever.” The next message said: “We couldn't find Tom's contact lens.” A voice from the page added: “A bad cold confined her to her bed.” Farther down, Mina found: “I think tax cuts can spur growth.” Another clue read: “Fatigue follows a flight to Europe.” The page continued: “You'd better go to the infirmary.” A small note said: “Have you ever had a nosebleed in summer?” The next line said: “Tom wants to become a pediatrician.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	112	vocab	58	Mina checked the picture and made a new plan. Someone nearby said: “My background is in biochemistry.” The next message said: “An electron is an elementary particle.” A voice from the page added: “Tom clipped his safety harness.” Farther down, Mina found: “This iron sheet is coated with tin.” Another clue read: “I didn't have the energy to do that.” The page continued: “I can assemble the furniture myself.” A small note said: “Karl managed to retrieve the pictures.” The next line said: “He organized a summer rock festival.” One final message read: “Has that been proved scientifically?” Mina read: “He's got all the gear and no idea.” A note beside it said: “I know all about your little scheme.” Another line read: “He did what his conscience dictated.” Someone nearby said: “Copper and silver are both metals.” The next message said: “Gravitation limits us there.” The picture ended, but a red line was on the report. Mina went on.
중학교	113	vocab	59	A computer made a blue line on the report. Farther down, Mina found: “I'll relay your message to Tom.” Another clue read: “Tom wants to learn how to program.” The page continued: “Who is the group administrator?” A small note said: “Is that book in the public domain?” The next line said: “Sodium is an ubiquitous element.” One final message read: “He installed the towel rack himself.” Mina read: “He has a tendency to isolate himself.” A note beside it said: “Gravity doesn't just exist on Earth.” Another line read: “International collaboration is high.” Someone nearby said: “This cold has knocked me for a loop.” The next message said: “Yana studies astrophysics in Yekaterinburg.” A voice from the page added: “He's studying metaphysics.” Farther down, Mina found: “He was hostile to any attempts at rapprochement.” Mina read the report and found the road.
중학교	114	vocab	60	The family listened as Mina read the report. A small note said: “A war has reduced the city to ruins.” The next line said: “At this stage, I can't say anything.” One final message read: “Crime is still steadily on the rise.” Mina read: “I don't like talking about politics.” A note beside it said: “A major is above a captain in rank.” Another line read: “Will the word "woman" be outlawed?” Someone nearby said: “The beach is swarming with people.” The next message said: “David agreed to testify for Barbara.” A voice from the page added: “I wonder how many minutes are left.” Farther down, Mina found: “At least the robber was civil to us.” Another clue read: “I don't think that Tom is concerned.” The page continued: “Everything was different afterwards.” A small note said: “I got up and headed toward the door.” The next line said: “Dan had a criminal record in Mexico.” The team was ready, and Mina took the report.
중학교	115	vocab	61	At the center of the town, Mina found a letter. Mina read: “Ziri made Walid into a real warrior.” A note beside it said: “Germany is a parliamentary republic.” Another line read: “Tom hid his money in a bureau drawer.” Someone nearby said: “Please tell me the correct spelling.” The next message said: “Tom bought an extended warranty.” A voice from the page added: “He decided to submit his resignation.” Farther down, Mina found: “They infringe on our basic freedoms.” Another clue read: “It's not possible to legislate against stupidity.” The page continued: “He's awkward around beautiful girls.” A small note said: “He recognized his son as lawful heir.” The next line said: “I think that's a legitimate question.” One final message read: “Look downwards if it is there.” Mina read: “Tom's parents got him a therapy dog.” A note beside it said: “The coalition of the willing.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	116	vocab	62	The family listened as Mina read the report. Someone nearby said: “There was a convention last month.” The next message said: “Do you know where my recipe book is?” A voice from the page added: “Every job should have a living wage.” Farther down, Mina found: “He was hanged during the Revolution.” Another clue read: “Mary tightened her grip on the rope.” The page continued: “Everyone promised to obey the rules.” A small note said: “I will overthrow the dictator.” The next line said: “Sahrawis will not accept surrender.” One final message read: “The melody's execution was flawless.” Mina read: “It's not a governmental question.” A note beside it said: “He didn't engage in petty polemics.” Another line read: “Algerians are tired of corruption.” Someone nearby said: “It's an equity issue.” The next message said: “Many metaphors came up in the story.” The picture ended, but a red line was on the report. Mina went on.
중학교	117	vocab	63	At the center of the town, Mina found a letter. Farther down, Mina found: “He's an Algerian lawmaker.” Another clue read: “Antiquity is the aristocracy of history.” The page continued: “It is the largest dwarf planet known.” A small note said: “A design flaw made my computer crash.” The next line said: “Mary is sometimes given to hyperbole.” One final message read: “It's necessary to comply with a law.” Mina read: “The law was enacted in the Meiji era.” A note beside it said: “Cuba legalized US currency.” Another line read: “I can't remember the subsequent events.” Someone nearby said: “The judicial system is slow and complicated.” The next message said: “Tom wasn't one of the presenters.” A voice from the page added: “The statesman is now in full vigor.” Farther down, Mina found: “Signs of social unrest are mounting.” Another clue read: “Did Tom give you power of attorney?” Mina read the report and found the road.
중학교	118	vocab	64	The family listened as Mina read the report. A small note said: “A thousand meters makes a kilometer.” The next line said: “Losing the popular vote is a mandate.” One final message read: “What is the likelihood of survival?” Mina read: “Sami made a desperate plea for help.” A note beside it said: “Their country is threatened by anarchy.” Another line read: “The gods do not tolerate cowardice.” Someone nearby said: “The demagogue liked to whip up the masses.” The next message said: “He is doing research in sociology.” A voice from the page added: “The sorcerer put a spell on the children.” The team was ready, and Mina took the report.
중학교	119	vocab	65	The dark road made Mina afraid, but she held the report. Mina read: “I spoke with the Polish ambassador.” A note beside it said: “I am immediately in awe of you!” Another line read: “I look to the future with optimism.” Someone nearby said: “Her behavior is worthy of reverence.” The next message said: “Anti-Muslim sentiment spiked in 2001.” A voice from the page added: “Correlation doesn't imply causation.” Farther down, Mina found: “The audience exploded with laughter.” Another clue read: “Sami's car was deemed undrivable.” The page continued: “My beloved girl is far away from me.” A small note said: “Everything looked bright and hopeful.” The next line said: “Forget it, this is a hopeless case.” One final message read: “It's a matter of genuine importance.” Mina read: “He's reluctant to do that, isn't he?” A note beside it said: “I suspect that this was deliberate.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	120	vocab	66	Mina was tired, but the team still needed her help. Someone nearby said: “Have you ever found a four-leaf clover?” The next message said: “The mindset of this city is rotten.” A voice from the page added: “Full of dread, Ziri turned to leave.” Farther down, Mina found: “The boy exclaimed in delight.” Another clue read: “Tom was probably pondering something.” The page continued: “I felt very relieved for an instant.” A small note said: “Let's try to be sensible about this.” The next line said: “Everyone can tell she is thoughtful.” One final message read: “They suffered unimaginable losses.” Mina read: “I can't recollect his explanation.” A note beside it said: “Her eyes showed a profound sadness.” Another line read: “Sami envisioned himself as a savior.” Someone nearby said: “It fulfills your every erotic fantasy.” The picture ended, but a red line was on the report. Mina went on.
중학교	121	story	5	A powerful group tried to stop the research. Instead of accepting the claim, Mina tested the dates, followed the money, and found a pattern hidden across many years.
중학교	122	vocab	67	Mina found a new line in the report and made a plan. Farther down, Mina found: “Eating between meals is a bad habit.” Another clue read: “There are lots of wines in Portugal.” The page continued: “Three beers and one tequila please!” A small note said: “I try not to eat too much junk food.” The next line said: “A thief crept in through the window.” One final message read: “The envious die, but envy never does.” Mina read: “Such opportunities should be seized.” A note beside it said: “He is accustomed to sitting up late.” Another line read: “A major malfunction stopped the car.” Someone nearby said: “Countries are divided on gay rights.” The next message said: “Do you think Tom is still depressed?” A voice from the page added: “Can AI accurately identify diseases?” Farther down, Mina found: “It's very difficult to know oneself.” Another clue read: “Come over to mine whenever you want.” Mina read the report and found the road.
중학교	123	vocab	68	A door in the picture opened, and Mina walked on the road. A small note said: “A good beginning is half the battle.” The next line said: “We will never countenance terrorism.” One final message read: “Everybody at the funeral was crying.” Mina read: “The body is the grave of the soul.” A note beside it said: “Great was the delight of his parents.” Another line read: “They advertised a new product on TV.” Someone nearby said: “The audience applauded approvingly.” The next message said: “We must attain our goal at any cost.” A voice from the page added: “His view on marriage is abnormal.” Farther down, Mina found: “Alpine flowers are abundant there.” Another clue read: “No two snowflakes are exactly alike.” The page continued: “Sami accidentally deleted the video.” A small note said: “He fled lest he should be arrested.” The next line said: “Oh how warm the water in the sea is!” The team was ready, and Mina took the report.
중학교	124	vocab	69	The report made a new picture, and Mina looked at it. Mina read: “Ziri got so much praise and rewards.” A note beside it said: “Apologies for all the interruptions.” Another line read: “John had to go back to the academy.” Someone nearby said: “She is wearing accessories.” The next message said: “I have a friend who's an accountant.” A voice from the page added: “Bathe your feet to get the dirt off.” Farther down, Mina found: “I'm always bored on Monday evenings.” Another clue read: “He'll be cherished in our memories.” The page continued: “Are you allergic to any medications?” A small note said: “I'm amazed Sue accepted his proposal.” The next line said: “He felt ashamed about what he saw.” One final message read: “I would behave more bravely than he.” Mina read: “One does not earn a billion dollars.” A note beside it said: “I joined school in the fourth grade.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	125	vocab	70	The picture changed, and Mina walked with the team. Someone nearby said: “What is your favourite advert?” The next message said: “She goes to aerobics once a week.” A voice from the page added: “He has a deep affection for his son.” Farther down, Mina found: “Sami taught his parrot the alphabet.” Another clue read: “Do you want me to call an ambulance?” The page continued: “I suppose I should congratulate you.” A small note said: “My wish is to conquer this mountain.” The next line said: “Have you had some cough syrup again?” One final message read: “I have a round bald spot on my head.” Mina read: “Grandmother is bent double with age.” A note beside it said: “The thief was bound hand and foot.” Another line read: “Life is continually renewing itself.” Someone nearby said: “A fire broke out on the fifth floor.” The next message said: “June is the sixth month of the year.” The picture ended, but a red line was on the report. Mina went on.
중학교	126	vocab	71	Mina found a new line in the report and made a plan. Farther down, Mina found: “He told of his adventures with animation.” Another clue read: “Tom is a human, an ape, and a mammal.” The page continued: “Applause is the bread of the artist.” A small note said: “Would you keep this baggage, please?” The next line said: “He wound a bandage around the wound.” One final message read: “Someone please delete this sentence.” Mina read: “Astonishment deprived me of speech.” A note beside it said: “Both Tom and Mary look disappointed.” Another line read: “Cheerful people make you feel good.” Someone nearby said: “Let's do this in chronological order.” The next message said: “The continual noise deafened us.” A voice from the page added: “You do like living dangerously.” Farther down, Mina found: “Looks like it's not that easy, huh?” Another clue read: “August eighth is Beard Day in Japan.” Mina read the report and found the road.
중학교	127	vocab	72	A door in the picture opened, and Mina walked on the road. A small note said: “Barman, I need a drink.” The next line said: “She poured water into the basin.” One final message read: “My brother did that on behalf of me.” Mina read: “He's a well-known Algerian blogger.” A note beside it said: “How do you deal with your boredom?” Another line read: “Can you explain why you dislike him?” Someone nearby said: “Lukas drove to an enclosed property.” The next message said: “I was fascinated by her performance.” A voice from the page added: “The result was contrary to our plan.” Farther down, Mina found: “There are countless stars in space.” Another clue read: “I think Tom and Mary are courageous.” The page continued: “Her job requires her to travel extensively.” A small note said: “Uh..., where's the post office?” The next line said: “Karl saw Rima sitting atop a bridge.” The team was ready, and Mina took the report.
중학교	128	vocab	73	The report made a new picture, and Mina looked at it. Mina read: “Boxing isn't like other sports.” A note beside it said: “I have broken my favourite bracelet.” Another line read: “It's a scientific breakthrough.” Someone nearby said: “I don't like broccoli, but Tom does.” The next message said: “Tom put the list on the bulletin board.” A voice from the page added: “Fasten your seat belt at all times.” Farther down, Mina found: “Would you fetch me a glass of water?” Another clue read: “The old office was less illuminated.” The page continued: “It is damp and cold today, isn't it?” A small note said: “Mary looked like she was delighted.” The next line said: “But that's... downright disgusting.” One final message read: “Tom speaks three languages fluently.” Mina read: “It has to be ready by the twentieth.” A note beside it said: “The boots are tight around the calf.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	129	vocab	74	The picture changed, and Mina walked with the team. Someone nearby said: “He had the whole campsite to himself.” The next message said: “Felix wanted to check the canal out.” A voice from the page added: “Let's not throw caution to the wind.” Farther down, Mina found: “Faith is certainty without evidence.” Another clue read: “Ziri didn't even try to chase Rima.” The page continued: “Why did you immigrate to Australia?” A small note said: “Elias is severely visually impaired.” The next line said: “I need medicine to lessen the pain.” One final message read: “Love is eternal as long as it lasts.” Mina read: “He was always faithful to his wife.” A note beside it said: “Her aunt's glasses are fashionable.” Another line read: “He's genetically prone to diabetes.” Someone nearby said: “I want to go to the circus with you.” The next message said: “Tom hid himself in an empty coffin.” The picture ended, but a red line was on the report. Mina went on.
중학교	130	vocab	75	Mina found a new line in the report and made a plan. Farther down, Mina found: “He's one of the funniest comedians.” Another clue read: “That's how he discovered the comet.” The page continued: “What would German be without commas!” A small note said: “Here the copyright comes into play.” The next line said: “One crow doesn't peck another's eye.” One final message read: “The whole country mourned his death.” Mina read: “The government oppressed the people.” A note beside it said: “A mother's advice would outweigh a friend's.” Another line read: “How did you become fluent in Berber?” Someone nearby said: “He was foolish enough to believe it.” The next message said: “Ziri ventured into a forbidden cave.” A voice from the page added: “His letter indirectly refers to the matter.” Farther down, Mina found: “A horse doesn't eat cucumber salad.” Another clue read: “Mary is weaving a garland of daisies.” Mina read the report and found the road.
중학교	131	vocab	76	A door in the picture opened, and Mina walked on the road. A small note said: “His explanations left me in a daze.” The next line said: “Don't give up your work in despair.” One final message read: “Could you explain this diagram to me?” Mina read: “The lake has a diameter of 3 miles.” A note beside it said: “Do you know how to change a diaper?” Another line read: “Can we reclaim water from Martian ice?” Someone nearby said: “I wish we could repay your kindness.” The next message said: “Can I help you revise for your exam?” A voice from the page added: “Kiribati is a former British colony.” Farther down, Mina found: “Cats are graceful and noble animals.” Another clue read: “Do you really think Tom is helpless?” The page continued: “I don't intentionally lie to people.” A small note said: “I was in an agony of discomfort.” The next line said: “The dishwasher made a strange sound.” The team was ready, and Mina took the report.
중학교	132	vocab	77	The report made a new picture, and Mina looked at it. Mina read: “He scuba dives and parachutes.” A note beside it said: “The diver ran out of air and drowned.” Another line read: “I've seen dolphins smarter than you.” Someone nearby said: “I'm generally a pretty relaxed dude.” The next message said: “The Almohad dynasty continued to grow.” A voice from the page added: “Have you ever scolded your daughter?” Farther down, Mina found: “He cut himself while he was shaving.” Another clue read: “Can you simplify the jargon for me?” The page continued: “Hot and humid weather makes us lazy.” A small note said: “Something improper was going on.” The next line said: “They came at an inconvenient time.” One final message read: “He ran noisily through the passage.” Mina read: “Desert ecology is a new field of study.” A note beside it said: “Julius Caesar was a Roman emperor.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	133	vocab	78	The picture changed, and Mina walked with the team. Someone nearby said: “They are in danger of extinction.” The next message said: “He lost his eyesight in an accident.” A voice from the page added: “I have no idea of how to send a fax.” Farther down, Mina found: “I don't know how to play the flute.” Another clue read: “Do you have a fountain pen with you?” The page continued: “Ziri dug up artefacts from the soil.” A small note said: “The nurse soothed the crying child.” The next line said: “She says she was absolutely stunned.” One final message read: “Many of your answers were incorrect.” Mina read: “Ivy needs bright indirect light.” A note beside it said: “I know that Tom and Mary are insane.” Another line read: “The accident permanently scarred him.” Someone nearby said: “An octopus inks away when in fright.” The next message said: “Can you sugar frost it for starters?” The picture ended, but a red line was on the report. Mina went on.
중학교	134	vocab	79	Mina found a new line in the report and made a plan. Farther down, Mina found: “He had the gall to ignore my advice.” Another clue read: “His knowledge of geography is poor.” The page continued: “Tom cheated on the geology exam.” A small note said: “Leon heard a freakish giggle sound.” The next line said: “A giraffe is a crazy-looking animal.” One final message read: “I admitted I was tempted to do that.” Mina read: “I thirst for your words.” A note beside it said: “That's why you're trembling so much.” Another line read: “He is in hospital in intensive care.” Someone nearby said: “Are you misinformed or just jealous?” The next message said: “The first impression is most lasting.” A voice from the page added: “Tom asked Mary politely to budge up.” Farther down, Mina found: “Athena is the Greek goddess of wisdom.” Another clue read: “Don't participate in office gossip.” Mina read the report and found the road.
중학교	135	vocab	80	A door in the picture opened, and Mina walked on the road. A small note said: “I owe you a great debt of gratitude.” The next line said: “Have you bought a hammer or not yet?” One final message read: “Tom doesn't play handball any more.” Mina read: “This handkerchief didn't wash clean.” A note beside it said: “They parted with a firm handshake.” Another line read: “Some things are better left undone.” Someone nearby said: “Felix uploaded the video to TikTok.” The next message said: “Tom is double jointed and double muscled.” A voice from the page added: “He had a magnificent sense of humor.” Farther down, Mina found: “Opposition is becoming more marked.” Another clue read: “Dreams may be vivid and memorable.” The page continued: “Tom didn't have to say it so rudely.” A small note said: “My handwriting is better than Tom's.” The next line said: “Andreas feels hatred towards Angela.” The team was ready, and Mina took the report.
중학교	136	vocab	81	The report made a new picture, and Mina looked at it. Mina read: “A judge's honesty is not inherited.” A note beside it said: “He picked out some important idioms.” Another line read: “Flat ironing my hair takes forever.” Someone nearby said: “The Isle of Man is a tax haven.” The next message said: “I see a cup made of shining ivory.” A voice from the page added: “I wouldn't pitch my tent there if I were you.” Farther down, Mina found: “How many times a week do you blog?” Another clue read: “Stefan chuckled at Rima’s innocence.” The page continued: “I don't think that Tom is miserable.” A small note said: “He's motionless, staring into space.” The next line said: “He is very peculiar in his behavior.” One final message read: “A young man barged in unexpectedly.” Mina read: “This necklace is made of jade.” A note beside it said: “Nothing was found in the jewel case.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	137	vocab	82	The picture changed, and Mina walked with the team. Someone nearby said: “I was hoping she'd make me a jumper.” The next message said: “The pot can't call the kettle black.” A voice from the page added: “Do you want me to wash the lettuce?” Farther down, Mina found: “In Britain, an HGV is called a lorry.” Another clue read: “This feels like winning the lottery.” The page continued: “He hops from one place to the other.” A small note said: “Mary's eyes sparkled like diamonds.” The next line said: “Can you stall Tom till I get there?” One final message read: “Are you prepared for severe weather?” Mina read: “This is a fairly primitive website.” A note beside it said: “Early today, we harvested ripe figs.” Another line read: “Ultimately a solution was agreed upon.” Someone nearby said: “The loudspeaker is not working.” The next message said: “Could you take the luggage upstairs?” The picture ended, but a red line was on the report. Mina went on.
중학교	138	vocab	83	Mina found a new line in the report and made a plan. Farther down, Mina found: “Sami is living in the lap of luxury.” Another clue read: “People call the sea the Mediterranean.” The page continued: “Mischief is common to most children.” A small note said: “The modem was built into the computer.” The next line said: “There's a lot of moisture in the air.” One final message read: “Their vetting process is very strict.” Mina read: “How can we identify Internet trolls?” A note beside it said: “As I approached the door, it opened.” Another line read: “Everyone seemed happy and satisfied.” Someone nearby said: “These are select peaches.” The next message said: “Michael revealed something shocking.” A voice from the page added: “He seems somewhat unsure of himself.” Farther down, Mina found: “Sami wanted to be a Buddhist monk.” Another clue read: “He has very strict moral principles.” Mina read the report and found the road.
중학교	139	vocab	84	A door in the picture opened, and Mina walked on the road. A small note said: “The mosquito flew out of the window.” The next line said: “A rolling stone gathers no moss.” One final message read: “He sat on the motorcycle behind her.” Mina read: “Do you want mustard on your hot dog?” A note beside it said: “He is always taking a nap at school.” Another line read: “Don't lean on your friends for help.” Someone nearby said: “He only had time to nod in response.” The next message said: “He was struggling with his identity.” A voice from the page added: “I have a headache and a sore throat.” Farther down, Mina found: “The sour cream has already gone bad.” Another clue read: “I hope this isn't too spicy for you.” The page continued: “Mountains are not necessarily green.” A small note said: “Elias handed the necklace to Sandra.” The next line said: “Honey is made from nectar, not pollen.” The team was ready, and Mina took the report.
중학교	140	vocab	85	The report made a new picture, and Mina looked at it. Mina read: “Chance is a nickname for Providence.” A note beside it said: “Don't give me that nonsense, Manuel!” Another line read: “You two are the nucleus of the team.” Someone nearby said: “I want to join the school orchestra.” The next message said: “It's a corner of paradise on earth.” A voice from the page added: “Authorities are still investigating.” Farther down, Mina found: “How do you assess these developments?” Another clue read: “The compact edition is lower priced.” The page continued: “My whole body is sticky with sweat.” A small note said: “Do you really think Tom is stubborn?” The next line said: “Aren't you thankful you went inside?” One final message read: “What specifically are you looking for?” Mina read: “The address on this parcel is wrong.” A note beside it said: “Do you not have the Syrian passport?” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	141	vocab	86	The picture changed, and Mina walked with the team. Someone nearby said: “Could we say they are penny pinchers?” The next message said: “Phoenix is the capital of Arizona.” A voice from the page added: “Tom pushed the plug into the socket.” Farther down, Mina found: “Pour melted butter over the popcorn.” Another clue read: “The dialing prefix for Bulgaria is +359.” The page continued: “I need to purchase health insurance.” A small note said: “We perceive lightning before thunder.” The next line said: “Is this really a Tom Jackson quote?” One final message read: “It was just absolutely unbelievable.” Mina read: “I think Tom and Mary are unemployed.” A note beside it said: “He met with an unfortunate accident.” Another line read: “I previously worked as a translator.” Someone nearby said: “His opinion is free from prejudice.” The next message said: “Algerians want general prosperity.” The picture ended, but a red line was on the report. Mina went on.
중학교	142	vocab	87	Mina found a new line in the report and made a plan. Farther down, Mina found: “Is there a similar proverb in Japan?” Another clue read: “Every pupil in the class is present.” The page continued: “The quake damaged many old buildings.” A small note said: “At the shop, I do not like to queue.” The next line said: “We had a heavy rainfall last night.” One final message read: “I have been elected class president.” Mina read: “He illustrated the theory with facts.” A note beside it said: “He was confronted with the evidence.” Another line read: “Tom tried to sound uninterested.” Someone nearby said: “I had no idea that it was so urgent.” The next message said: “Don't teach your kids useless stuff.” A voice from the page added: “It's precisely that which Tom needs.” Farther down, Mina found: “The ship was wrecked on a sunken reef.” Another clue read: “In my pencil case, I have a rubber.” Mina read the report and found the road.
중학교	143	vocab	88	A door in the picture opened, and Mina walked on the road. A small note said: “I want you to take out the rubbish.” The next line said: “I knew that Tom was a good salesman.” One final message read: “The boy lost his sandal in the field.” Mina read: “Cover the saucepan with a tea towel.” A note beside it said: “That old trapper knows the sheriff.” Another line read: “Tom bought his children a swing set.” Someone nearby said: “Help me bind the papers into bundles.” The next message said: “I assure you that everything's fine.” A voice from the page added: “Mary is being very vague, isn't she?” Farther down, Mina found: “He tried in vain to give up smoking.” Another clue read: “She praised her husband to excess.” The page continued: “Cover and simmer gently for an hour.” A small note said: “Sami breathed a huge sigh of relief.” The next line said: “There is a skeleton in every closet.” The team was ready, and Mina took the report.
중학교	144	vocab	89	The report made a new picture, and Mina looked at it. Mina read: “Are there any skyscrapers in Algiers?” A note beside it said: “I've seen my dog sneeze but never my cat.” Another line read: “Do you know who this snowboard belongs to?” Someone nearby said: “It looks like a snowstorm is coming.” The next message said: “Great was the sorrow of her parents.” A voice from the page added: “Felix yelled and the line went dead.” Farther down, Mina found: “The soft fresh snow is easy to sweep.” Another clue read: “Let's go for a spin around the park.” The page continued: “Sami learned he had terminal cancer.” A small note said: “All children are potential geniuses.” The next line said: “I'm very willing to do that for you.” One final message read: “Frankly, Tom didn't try hard enough.” Mina read: “Tom wanted to bring home a souvenir.” A note beside it said: “I'm going to build you a spice rack.” Mina looked at the picture. The blue letter was there, and she made a new plan.
중학교	145	vocab	90	The picture changed, and Mina walked with the team. Someone nearby said: “My bedroom is crawling with spiders.” The next message said: “She told me she didn't like spinach.” A voice from the page added: “Humans are just very weird sponges.” Farther down, Mina found: “A tiger never changes his stripes.” Another clue read: “The submarine isn't fully submerged.” The page continued: “Dan found out that Linda was wanted.” A small note said: “He encountered a friend on the road.” The next line said: “Could you please wipe off the table?” One final message read: “We need a united Palestinian front.” Mina read: “That's your primary job as a parent.” A note beside it said: “Don't be a prime target for abuse.” Another line read: “My heart practically skipped a beat.” Someone nearby said: “I don't like the substitute teacher.” The next message said: “Is "ing" an example of a suffix?” The picture ended, but a red line was on the report. Mina went on.
중학교	146	vocab	91	Mina found a new line in the report and made a plan. Farther down, Mina found: “This is a sundial.” Another clue read: “Do not let superstition impede you.” The page continued: “An open telegram lay upon the table.” A small note said: “He entirely lost his temper with me.” The next line said: “The police will look into the theft.” One final message read: “How do you interpret these findings?” Mina read: “He withdrew his hand from the table.” A note beside it said: “Dogs like to have their ears rubbed.” Another line read: “The following is my actual address.” Someone nearby said: “It has been a nice trip overall.” The next message said: “Please initial and send back to us.” A voice from the page added: “Overnight temperatures fell sharply.” Farther down, Mina found: “For the director, it's a thriller.” Another clue read: “The thunder frightened the students.” Mina read the report and found the road.
중학교	147	vocab	92	A door in the picture opened, and Mina walked on the road. A small note said: “I have a tick in the back of my knee.” The next line said: “I want a large tube of toothpaste.” One final message read: “The tornado dissipated without harm.” Mina read: “How long have you been a vegetarian?” A note beside it said: “I better cut myself in the veins!” Another line read: “The section chief altered the plan.” Someone nearby said: “Dan violated his parole three times.” The next message said: “Be prompt in dealing with the problem.” A voice from the page added: “Sami did that on multiple occasions.” Farther down, Mina found: “Scientists challenge existing ideas.” Another clue read: “The grand piano has no pedal at all.” The page continued: “I readily grasped at his proposal.” A small note said: “Do I need a visa to visit Australia?” The next line said: “A schwa represents a neutral vowel.” The team was ready, and Mina took the report.
중학교	148	vocab	93	The report made a new picture, and Mina looked at it. Mina read: “I saw a beautiful waterfall there.” A note beside it said: “Have you ever been to a wax museum?” Another line read: “Why's everyone talking in a whisper?” Someone nearby said: “That whistle might not be from Mary.” The next message said: “The potatoes are all rolling out!” A voice from the page added: “I try to anticipate your every wish.” Farther down, Mina found: “He simply shrugged off my suggestion.” Another clue read: “He will cope well with difficulties.” The page continued: “Your physical condition is crucial.” A small note said: “Don't be too sensitive to criticism.” The next line said: “These are conventional methods.” One final message read: “She instantly fell in love with him.” Mina read: “The right loves its phantom enemies.” A note beside it said: “I'm afraid this data isn't reliable.” Mina looked at the picture. The blue letter was there, and she made a new plan.
